path,Speaker_median_age,Speaker_gender,Speaker_name
/home/peterr/macocu/task11/data_age/seg.vRMwK8TW_tw_15860.98-15870.91.wav,46.5,F,"Jelkovac, Marija"
/home/peterr/macocu/task11/data_age/seg.a6ZwGqUTXuU_4088.44-4107.58.wav,46.5,F,"Jelkovac, Marija"
/home/peterr/macocu/task11/data_age/seg.z7dLHsAfSdI_4916.89-4936.52.wav,46.5,F,"Jelkovac, Marija"
/home/peterr/macocu/task11/data_age/seg.nSH6V9Z2eNI_8085.74-8105.13.wav,46.5,F,"Jelkovac, Marija"
/home/peterr/macocu/task11/data_age/seg.w-mXysdhZaU_10918.71-10938.6.wav,46.5,F,"Jelkovac, Marija"
/home/peterr/macocu/task11/data_age/seg.iDjFgBnXNrs_5521.76-5541.67.wav,46.5,F,"Jelkovac, Marija"
/home/peterr/macocu/task11/data_age/seg.ARIAGjO3P9c_4336.69-4356.54.wav,46.5,F,"Jelkovac, Marija"
/home/peterr/macocu/task11/data_age/seg.6UtLzazc67o_16656.83-16676.41.wav,46.5,F,"Jelkovac, Marija"
/home/peterr/macocu/task11/data_age/seg.amGNo5659ms_6518.35-6537.66.wav,46.5,F,"Jelkovac, Marija"
/home/peterr/macocu/task11/data_age/seg.6UtLzazc67o_16676.56-16696.38.wav,46.5,F,"Jelkovac, Marija"
/home/peterr/macocu/task11/data_age/seg.Ux94YXzTmpo_4834.93-4854.79.wav,46.5,F,"Jelkovac, Marija"
/home/peterr/macocu/task11/data_age/seg.Kjyn-8vCedk_13214.43-13233.8.wav,46.5,F,"Jelkovac, Marija"
/home/peterr/macocu/task11/data_age/seg.Ffp0qCvvwOQ_7429.15-7448.88.wav,46.5,F,"Jelkovac, Marija"
/home/peterr/macocu/task11/data_age/seg.2fQFB7EUWeg_9028.04-9047.68.wav,46.5,F,"Jelkovac, Marija"
/home/peterr/macocu/task11/data_age/seg.iaSzdQ2bAew_8765.04-8785.02.wav,46.5,F,"Jelkovac, Marija"
/home/peterr/macocu/task11/data_age/seg.fYefibhmjGE_6618.3-6637.6.wav,46.5,F,"Jelkovac, Marija"
/home/peterr/macocu/task11/data_age/seg.hIiADZ6RRKE_10414.55-10433.67.wav,46.5,F,"Jelkovac, Marija"
/home/peterr/macocu/task11/data_age/seg.kwPRgrlJYB8_1192.82-1212.66.wav,57.0,F,"Alfirev, Marija"
/home/peterr/macocu/task11/data_age/seg.tvTuGZ_fgLM_1393.42-1408.61.wav,57.0,F,"Alfirev, Marija"
/home/peterr/macocu/task11/data_age/seg.b6xbH3vaOB0_15102.91-15122.85.wav,57.0,F,"Alfirev, Marija"
/home/peterr/macocu/task11/data_age/seg.C5AIqruVTag_12548.34-12556.36.wav,57.0,F,"Alfirev, Marija"
/home/peterr/macocu/task11/data_age/seg.aPVISDSjwcE_19218.27-19237.76.wav,57.0,F,"Alfirev, Marija"
/home/peterr/macocu/task11/data_age/seg.A44UFMcUAMU_3744.31-3764.15.wav,57.0,F,"Alfirev, Marija"
/home/peterr/macocu/task11/data_age/seg.BdKEjiXdnEc_21264.95-21284.23.wav,57.0,F,"Alfirev, Marija"
/home/peterr/macocu/task11/data_age/seg.xkLml1cYbQw_15016.04-15028.23.wav,57.0,F,"Alfirev, Marija"
/home/peterr/macocu/task11/data_age/seg.WBXffMn1G1E_15561.61-15579.41.wav,57.0,F,"Alfirev, Marija"
/home/peterr/macocu/task11/data_age/seg.tLvMF9pRrrU_21520.72-21540.65.wav,57.0,F,"Alfirev, Marija"
/home/peterr/macocu/task11/data_age/seg.GedIwR0D7bc_10275.35-10294.6.wav,57.0,F,"Alfirev, Marija"
/home/peterr/macocu/task11/data_age/seg.aPVISDSjwcE_19049.69-19063.39.wav,57.0,F,"Alfirev, Marija"
/home/peterr/macocu/task11/data_age/seg.4_yZqDEYbaw_19205.03-19224.65.wav,57.0,F,"Alfirev, Marija"
/home/peterr/macocu/task11/data_age/seg.A44UFMcUAMU_3553.59-3573.58.wav,57.0,F,"Alfirev, Marija"
/home/peterr/macocu/task11/data_age/seg.C5AIqruVTag_12234.64-12250.47.wav,57.0,F,"Alfirev, Marija"
/home/peterr/macocu/task11/data_age/seg.wIZU5TbDct4_11033.87-11053.81.wav,57.0,F,"Alfirev, Marija"
/home/peterr/macocu/task11/data_age/seg.PliNdWocAg4_20981.19-20994.66.wav,57.0,F,"Alfirev, Marija"
/home/peterr/macocu/task11/data_age/seg.2vEP630Av0s_16310.49-16321.41.wav,57.0,F,"Alfirev, Marija"
/home/peterr/macocu/task11/data_age/seg.tLvMF9pRrrU_21565.05-21584.25.wav,57.0,F,"Alfirev, Marija"
/home/peterr/macocu/task11/data_age/seg.4_yZqDEYbaw_18767.95-18787.0.wav,57.0,F,"Alfirev, Marija"
/home/peterr/macocu/task11/data_age/seg.oCdR2ybzGzI_10257.49-10277.26.wav,52.0,F,"Bedeković, Vesna"
/home/peterr/macocu/task11/data_age/seg.tvTuGZ_fgLM_4185.94-4200.4.wav,52.0,F,"Bedeković, Vesna"
/home/peterr/macocu/task11/data_age/seg.6EuGqDbXDRw_9179.83-9194.36.wav,52.0,F,"Bedeković, Vesna"
/home/peterr/macocu/task11/data_age/seg.EdneBkSz0DA_16336.78-16356.48.wav,52.0,F,"Bedeković, Vesna"
/home/peterr/macocu/task11/data_age/seg.5yky-shnXCM_1607.19-1626.15.wav,52.0,F,"Bedeković, Vesna"
/home/peterr/macocu/task11/data_age/seg.l_K8z4JMT9k_15701.25-15721.11.wav,52.0,F,"Bedeković, Vesna"
/home/peterr/macocu/task11/data_age/seg.Zq_p2_SIZHI_7199.65-7219.52.wav,52.0,F,"Bedeković, Vesna"
/home/peterr/macocu/task11/data_age/seg.tvTuGZ_fgLM_3972.32-3990.7.wav,52.0,F,"Bedeković, Vesna"
/home/peterr/macocu/task11/data_age/seg.6u3iGUTrdoo_19816.91-19836.84.wav,52.0,F,"Bedeković, Vesna"
/home/peterr/macocu/task11/data_age/seg.A44UFMcUAMU_2251.14-2262.06.wav,52.0,F,"Bedeković, Vesna"
/home/peterr/macocu/task11/data_age/seg.C5AIqruVTag_8059.38-8069.91.wav,52.0,F,"Bedeković, Vesna"
/home/peterr/macocu/task11/data_age/seg.A44UFMcUAMU_2127.58-2138.24.wav,52.0,F,"Bedeković, Vesna"
/home/peterr/macocu/task11/data_age/seg.SRhyViQQhoM_5454.04-5462.93.wav,52.0,F,"Bedeković, Vesna"
/home/peterr/macocu/task11/data_age/seg.qWbLMM4HNvE_17790.51-17810.32.wav,52.0,F,"Bedeković, Vesna"
/home/peterr/macocu/task11/data_age/seg.i2cfKyLYdWQ_3396.96-3415.07.wav,52.0,F,"Bedeković, Vesna"
/home/peterr/macocu/task11/data_age/seg.pmllF5pvtDA_12274.6-12290.76.wav,52.0,F,"Bedeković, Vesna"
/home/peterr/macocu/task11/data_age/seg.00ssxRS5L-4_10534.1-10553.69.wav,52.0,F,"Bedeković, Vesna"
/home/peterr/macocu/task11/data_age/seg.9iFCKtK5gdI_9570.42-9590.29.wav,52.0,F,"Bedeković, Vesna"
/home/peterr/macocu/task11/data_age/seg.4_yZqDEYbaw_21361.2-21381.2.wav,52.0,F,"Bedeković, Vesna"
/home/peterr/macocu/task11/data_age/seg.AeNlW_UjFR4_20986.16-21005.8.wav,52.0,F,"Bedeković, Vesna"
/home/peterr/macocu/task11/data_age/seg.G_-Ky7hOB1c_7457.48-7477.3.wav,52.0,F,"Lukačić, Ljubica"
/home/peterr/macocu/task11/data_age/seg.wIZU5TbDct4_1954.06-1972.65.wav,52.0,F,"Lukačić, Ljubica"
/home/peterr/macocu/task11/data_age/seg.05ONqG97F-0_4699.65-4719.55.wav,52.0,F,"Lukačić, Ljubica"
/home/peterr/macocu/task11/data_age/seg.K9IqJo93eoM_14941.36-14953.86.wav,52.0,F,"Lukačić, Ljubica"
/home/peterr/macocu/task11/data_age/seg.MJ9sB3Mu0Sw_10072.57-10092.43.wav,52.0,F,"Lukačić, Ljubica"
/home/peterr/macocu/task11/data_age/seg.2kUQdzTlrcw_5697.83-5714.53.wav,52.0,F,"Lukačić, Ljubica"
/home/peterr/macocu/task11/data_age/seg.MLOFJlAByCI_14189.72-14206.29.wav,52.0,F,"Lukačić, Ljubica"
/home/peterr/macocu/task11/data_age/seg.fUgeflZ_KAE_1124.61-1143.33.wav,52.0,F,"Lukačić, Ljubica"
/home/peterr/macocu/task11/data_age/seg.C5AIqruVTag_15159.97-15174.91.wav,52.0,F,"Lukačić, Ljubica"
/home/peterr/macocu/task11/data_age/seg.uw9F1iFk36s_4269.8-4289.7.wav,52.0,F,"Lukačić, Ljubica"
/home/peterr/macocu/task11/data_age/seg.yBTNOGgKNLE_11214.5-11232.88.wav,52.0,F,"Lukačić, Ljubica"
/home/peterr/macocu/task11/data_age/seg.bJ7jR4JlGpA_1881.11-1899.12.wav,52.0,F,"Lukačić, Ljubica"
/home/peterr/macocu/task11/data_age/seg.fUgeflZ_KAE_1373.38-1388.24.wav,52.0,F,"Lukačić, Ljubica"
/home/peterr/macocu/task11/data_age/seg.vRMwK8TW_tw_13061.3-13077.62.wav,52.0,F,"Lukačić, Ljubica"
/home/peterr/macocu/task11/data_age/seg.8YoRepMrTfc_8226.22-8243.49.wav,52.0,F,"Lukačić, Ljubica"
/home/peterr/macocu/task11/data_age/seg.MJ9sB3Mu0Sw_10267.39-10287.14.wav,52.0,F,"Lukačić, Ljubica"
/home/peterr/macocu/task11/data_age/seg.iVix4dxTdZQ_7256.57-7275.66.wav,52.0,F,"Lukačić, Ljubica"
/home/peterr/macocu/task11/data_age/seg.bJ7jR4JlGpA_2234.26-2249.87.wav,52.0,F,"Lukačić, Ljubica"
/home/peterr/macocu/task11/data_age/seg.K9IqJo93eoM_15074.35-15093.3.wav,52.0,F,"Lukačić, Ljubica"
/home/peterr/macocu/task11/data_age/seg.YODoaZEf0AA_3503.36-3523.04.wav,52.0,F,"Lukačić, Ljubica"
/home/peterr/macocu/task11/data_age/seg.COa-0-o_dbc_21040.66-21053.72.wav,55.0,F,"Turina-Đurić, Nada"
/home/peterr/macocu/task11/data_age/seg.GHHR1sqEfyg_2440.6-2451.94.wav,55.0,F,"Turina-Đurić, Nada"
/home/peterr/macocu/task11/data_age/seg.IF1blZ6YSMA_10758.33-10778.29.wav,55.0,F,"Turina-Đurić, Nada"
/home/peterr/macocu/task11/data_age/seg.y5Rpk9AIbMY_6863.13-6878.6.wav,55.0,F,"Turina-Đurić, Nada"
/home/peterr/macocu/task11/data_age/seg.x-UKz7MxhPA_8295.48-8315.14.wav,55.0,F,"Turina-Đurić, Nada"
/home/peterr/macocu/task11/data_age/seg.SRhyViQQhoM_10974.13-10993.58.wav,55.0,F,"Turina-Đurić, Nada"
/home/peterr/macocu/task11/data_age/seg.lD0E8AB6uHs_4159.65-4179.49.wav,55.0,F,"Turina-Đurić, Nada"
/home/peterr/macocu/task11/data_age/seg._QfqIOIdu_E_20965.87-20985.73.wav,55.0,F,"Turina-Đurić, Nada"
/home/peterr/macocu/task11/data_age/seg.vUcOuoVdoMg_11526.91-11544.82.wav,55.0,F,"Turina-Đurić, Nada"
/home/peterr/macocu/task11/data_age/seg.lD0E8AB6uHs_4278.77-4298.07.wav,55.0,F,"Turina-Đurić, Nada"
/home/peterr/macocu/task11/data_age/seg.btzBgb-_Skc_2435.92-2455.88.wav,55.0,F,"Turina-Đurić, Nada"
/home/peterr/macocu/task11/data_age/seg.K9IqJo93eoM_8987.97-9007.22.wav,55.0,F,"Turina-Đurić, Nada"
/home/peterr/macocu/task11/data_age/seg.LyoAhnR01MU_1934.82-1946.38.wav,55.0,F,"Turina-Đurić, Nada"
/home/peterr/macocu/task11/data_age/seg.cXQ1kCWVpas_10524.47-10533.99.wav,55.0,F,"Turina-Đurić, Nada"
/home/peterr/macocu/task11/data_age/seg.mVTR6CNSTs0_2209.06-2228.76.wav,55.0,F,"Turina-Đurić, Nada"
/home/peterr/macocu/task11/data_age/seg.ChLhsFZXpo0_10249.79-10267.48.wav,55.0,F,"Turina-Đurić, Nada"
/home/peterr/macocu/task11/data_age/seg.on9WnAhubWg_5802.07-5821.95.wav,55.0,F,"Turina-Đurić, Nada"
/home/peterr/macocu/task11/data_age/seg.COa-0-o_dbc_20017.33-20037.26.wav,55.0,F,"Turina-Đurić, Nada"
/home/peterr/macocu/task11/data_age/seg.a8PclGIE0bU_14949.7-14965.53.wav,55.0,F,"Turina-Đurić, Nada"
/home/peterr/macocu/task11/data_age/seg.oCdR2ybzGzI_4577.76-4595.62.wav,55.0,F,"Turina-Đurić, Nada"
/home/peterr/macocu/task11/data_age/seg.HmQceciBYwo_5695.63-5715.55.wav,42.0,F,"Jeckov, Dragana"
/home/peterr/macocu/task11/data_age/seg.aln8TypLXOM_18592.33-18604.57.wav,42.0,F,"Jeckov, Dragana"
/home/peterr/macocu/task11/data_age/seg.7rSFJYzX7DA_4821.07-4829.84.wav,42.0,F,"Jeckov, Dragana"
/home/peterr/macocu/task11/data_age/seg.3ELsSguCWM4_8161.49-8181.46.wav,42.0,F,"Jeckov, Dragana"
/home/peterr/macocu/task11/data_age/seg.C-7-3Cxi7WU_2044.01-2063.95.wav,42.0,F,"Jeckov, Dragana"
/home/peterr/macocu/task11/data_age/seg.s7v5eLALCvY_3553.82-3573.62.wav,42.0,F,"Jeckov, Dragana"
/home/peterr/macocu/task11/data_age/seg.OjQV7hrE9vE_6139.36-6159.32.wav,42.0,F,"Jeckov, Dragana"
/home/peterr/macocu/task11/data_age/seg.4_yZqDEYbaw_7507.17-7520.2.wav,42.0,F,"Jeckov, Dragana"
/home/peterr/macocu/task11/data_age/seg.Ejm2NksW8VU_4521.07-4530.07.wav,42.0,F,"Jeckov, Dragana"
/home/peterr/macocu/task11/data_age/seg.s7v5eLALCvY_3393.64-3412.98.wav,42.0,F,"Jeckov, Dragana"
/home/peterr/macocu/task11/data_age/seg.8LAI5kcBfVs_12285.62-12305.13.wav,42.0,F,"Jeckov, Dragana"
/home/peterr/macocu/task11/data_age/seg.-EO06cT21uY_8666.5-8686.24.wav,42.0,F,"Jeckov, Dragana"
/home/peterr/macocu/task11/data_age/seg.SvOjrvZ4PlY_2013.65-2033.5.wav,42.0,F,"Jeckov, Dragana"
/home/peterr/macocu/task11/data_age/seg.8LAI5kcBfVs_12699.62-12719.1.wav,42.0,F,"Jeckov, Dragana"
/home/peterr/macocu/task11/data_age/seg.kr7AcaY6GaU_13971.7-13991.59.wav,42.0,F,"Jeckov, Dragana"
/home/peterr/macocu/task11/data_age/seg.amGNo5659ms_8654.3-8673.44.wav,42.0,F,"Jeckov, Dragana"
/home/peterr/macocu/task11/data_age/seg.sSL8zQLuoRM_8966.12-8983.18.wav,42.0,F,"Jeckov, Dragana"
/home/peterr/macocu/task11/data_age/seg.BDN60AFiiYo_5151.62-5167.3.wav,42.0,F,"Jeckov, Dragana"
/home/peterr/macocu/task11/data_age/seg.MJ9sB3Mu0Sw_15167.16-15186.8.wav,42.0,F,"Jeckov, Dragana"
/home/peterr/macocu/task11/data_age/seg.xC6B2N9RvdQ_2994.52-3014.5.wav,42.0,F,"Jeckov, Dragana"
/home/peterr/macocu/task11/data_age/seg.qWbLMM4HNvE_21805.05-21824.9.wav,33.0,F,"Čikotić, Sonja"
/home/peterr/macocu/task11/data_age/seg.hxSDE1AXaww_14947.93-14967.61.wav,33.0,F,"Čikotić, Sonja"
/home/peterr/macocu/task11/data_age/seg.YILsA37yB6Q_6118.76-6138.38.wav,33.0,F,"Čikotić, Sonja"
/home/peterr/macocu/task11/data_age/seg._XViiCiau9E_7240.59-7260.05.wav,33.0,F,"Čikotić, Sonja"
/home/peterr/macocu/task11/data_age/seg.MbZGxmmrF-I_13138.69-13158.37.wav,33.0,F,"Čikotić, Sonja"
/home/peterr/macocu/task11/data_age/seg.OI1RRs1lbh0_6872.92-6891.91.wav,33.0,F,"Čikotić, Sonja"
/home/peterr/macocu/task11/data_age/seg.HmQceciBYwo_3173.28-3186.57.wav,33.0,F,"Čikotić, Sonja"
/home/peterr/macocu/task11/data_age/seg.OI1RRs1lbh0_6892.2-6912.16.wav,33.0,F,"Čikotić, Sonja"
/home/peterr/macocu/task11/data_age/seg.GW6f40F5DY8_397.38-414.39.wav,33.0,F,"Čikotić, Sonja"
/home/peterr/macocu/task11/data_age/seg.MTezksB47JU_4933.9-4952.34.wav,33.0,F,"Čikotić, Sonja"
/home/peterr/macocu/task11/data_age/seg.IbufHi751Ek_2123.91-2142.32.wav,33.0,F,"Čikotić, Sonja"
/home/peterr/macocu/task11/data_age/seg.MjfmdeHxy0o_4205.28-4225.2.wav,33.0,F,"Čikotić, Sonja"
/home/peterr/macocu/task11/data_age/seg.sZDjfPvSv5g_16088.65-16108.43.wav,33.0,F,"Čikotić, Sonja"
/home/peterr/macocu/task11/data_age/seg.OI1RRs1lbh0_6853.43-6872.92.wav,33.0,F,"Čikotić, Sonja"
/home/peterr/macocu/task11/data_age/seg.Bb47TxyW1do_5857.18-5876.94.wav,33.0,F,"Čikotić, Sonja"
/home/peterr/macocu/task11/data_age/seg.sxhksCUKafQ_574.26-593.87.wav,33.0,F,"Čikotić, Sonja"
/home/peterr/macocu/task11/data_age/seg.jvTAOH_dT0E_6477.31-6496.19.wav,33.0,F,"Čikotić, Sonja"
/home/peterr/macocu/task11/data_age/seg.YILsA37yB6Q_7100.62-7120.3.wav,33.0,F,"Čikotić, Sonja"
/home/peterr/macocu/task11/data_age/seg.R7FyjGMrgsE_4276.83-4296.68.wav,33.0,F,"Čikotić, Sonja"
/home/peterr/macocu/task11/data_age/seg.AeNlW_UjFR4_6569.25-6589.22.wav,33.0,F,"Čikotić, Sonja"
/home/peterr/macocu/task11/data_age/seg.VbHdjxinAXk_4824.37-4844.36.wav,29.5,F,"Vranješ, Dragica"
/home/peterr/macocu/task11/data_age/seg.N2W0YV7Osxs_15129.07-15148.84.wav,29.5,F,"Vranješ, Dragica"
/home/peterr/macocu/task11/data_age/seg.-k1z8behXXg_15099.55-15119.48.wav,29.5,F,"Vranješ, Dragica"
/home/peterr/macocu/task11/data_age/seg.bJ7jR4JlGpA_3734.93-3754.57.wav,29.5,F,"Vranješ, Dragica"
/home/peterr/macocu/task11/data_age/seg.VbHdjxinAXk_4844.36-4864.22.wav,29.5,F,"Vranješ, Dragica"
/home/peterr/macocu/task11/data_age/seg.1WBg7il8jfQ_19890.58-19910.51.wav,29.5,F,"Vranješ, Dragica"
/home/peterr/macocu/task11/data_age/seg.8W_RAdbBY2g_1994.11-2012.44.wav,29.5,F,"Vranješ, Dragica"
/home/peterr/macocu/task11/data_age/seg.3yuEqtP43QI_15393.45-15412.4.wav,29.5,F,"Vranješ, Dragica"
/home/peterr/macocu/task11/data_age/seg.x-UKz7MxhPA_1703.64-1723.47.wav,29.5,F,"Vranješ, Dragica"
/home/peterr/macocu/task11/data_age/seg.N2W0YV7Osxs_15148.84-15168.65.wav,29.5,F,"Vranješ, Dragica"
/home/peterr/macocu/task11/data_age/seg._AeGPyjo490_1031.07-1050.99.wav,29.5,F,"Vranješ, Dragica"
/home/peterr/macocu/task11/data_age/seg.6gTpUiJHZbw_590.99-610.46.wav,29.5,F,"Vranješ, Dragica"
