path,Speaker_name,split
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_12257.96-12275.75.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_11579.95-11599.75.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_11842.56-11862.5.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_11731.06-11750.69.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_11951.73-11971.45.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_11822.99-11842.21.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_11809.47-11821.97.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_11872.67-11892.47.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_11520.8-11540.48.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_11862.53-11871.5.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_14403.78-14423.45.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_11770.21-11790.16.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_13772.89-13792.71.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_11540.48-11560.38.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_11560.38-11579.95.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_12238.08-12257.96.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_11912.04-11931.72.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_11620.51-11640.4.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_11892.47-11912.04.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_11691.33-11711.05.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_11669.95-11689.63.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_14369.47-14382.29.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_13799.76-13819.51.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_11600.23-11620.16.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_11790.16-11808.13.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_11711.05-11730.96.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_14383.83-14403.78.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.0n_W0iHVhpU_11750.69-11769.06.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.1VEe0dkWXfc_6599.52-6619.22.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.1VEe0dkWXfc_2175.44-2195.39.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.1VEe0dkWXfc_2160.74-2173.87.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.1VEe0dkWXfc_6571.6-6591.56.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.1VEe0dkWXfc_7559.02-7578.2.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.1VEe0dkWXfc_7542.51-7557.42.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2fQFB7EUWeg_7533.25-7553.0.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2fQFB7EUWeg_7588.19-7607.97.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2fQFB7EUWeg_7626.77-7646.52.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2fQFB7EUWeg_7607.97-7625.7.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2fQFB7EUWeg_7572.55-7586.73.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2fQFB7EUWeg_7553.0-7572.55.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2vEP630Av0s_20683.57-20697.99.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2vEP630Av0s_11481.3-11500.76.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2vEP630Av0s_14781.12-14800.73.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2vEP630Av0s_11190.37-11208.55.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2vEP630Av0s_13293.34-13313.18.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2vEP630Av0s_11308.71-11328.25.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2vEP630Av0s_13273.71-13293.0.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2vEP630Av0s_11402.63-11422.5.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2vEP630Av0s_11456.16-11473.83.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2vEP630Av0s_11902.75-11922.63.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2vEP630Av0s_11661.09-11676.65.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2vEP630Av0s_11587.47-11607.03.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2vEP630Av0s_14761.15-14781.12.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2vEP630Av0s_11814.23-11834.17.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2vEP630Av0s_13313.21-13326.36.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2vEP630Av0s_11362.66-11382.64.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2vEP630Av0s_11547.83-11567.65.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2vEP630Av0s_11269.53-11289.21.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2vEP630Av0s_11382.64-11402.63.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2vEP630Av0s_11249.63-11269.2.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2vEP630Av0s_12521.42-12540.79.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2vEP630Av0s_14800.73-14820.7.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2vEP630Av0s_11343.25-11362.66.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2vEP630Av0s_11508.21-11528.01.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2vEP630Av0s_11621.21-11641.14.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2vEP630Av0s_12509.02-12519.95.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.2vEP630Av0s_12075.53-12094.09.wav,"Đujić, Saša",train
/home/peterr/macocu/task11/data_speaker_id/seg.-ZstXL0NcOo_9046.47-9066.34.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-ZstXL0NcOo_3717.62-3737.24.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-ZstXL0NcOo_10495.82-10506.15.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-ZstXL0NcOo_10507.32-10516.47.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-ZstXL0NcOo_9033.86-9045.1.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-ZstXL0NcOo_10543.09-10562.61.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-ZstXL0NcOo_3737.24-3756.63.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-ZstXL0NcOo_3756.98-3776.7.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-ZstXL0NcOo_3795.82-3809.36.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-ZstXL0NcOo_10517.53-10537.22.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-ZstXL0NcOo_8993.47-9013.22.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-ZstXL0NcOo_10476.27-10495.82.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-ZstXL0NcOo_3701.89-3716.07.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-ZstXL0NcOo_3776.89-3794.7.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-ZstXL0NcOo_10456.14-10475.52.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-ZstXL0NcOo_9013.95-9033.86.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-ZstXL0NcOo_8973.5-8993.44.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-ZstXL0NcOo_9066.34-9080.03.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-aa4kot7dUU_17294.22-17307.42.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-aa4kot7dUU_18904.66-18921.87.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-aa4kot7dUU_18943.83-18955.82.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-aa4kot7dUU_18874.18-18884.35.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-aa4kot7dUU_18885.66-18903.66.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-aa4kot7dUU_18922.96-18942.74.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-aa4kot7dUU_18860.5-18873.1.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-aa4kot7dUU_18957.63-18977.44.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-k1z8behXXg_19529.51-19549.13.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-k1z8behXXg_19509.14-19528.53.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-k1z8behXXg_19629.51-19643.94.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-k1z8behXXg_19591.96-19606.73.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-k1z8behXXg_19497.38-19507.94.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-k1z8behXXg_19549.13-19561.59.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-k1z8behXXg_19609.36-19629.08.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-k1z8behXXg_19563.24-19583.2.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10818.29-10837.97.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10549.85-10569.45.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10900.08-10915.52.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10395.23-10415.07.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10707.35-10727.14.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10517.15-10532.88.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10692.24-10706.18.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10798.16-10817.94.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10649.15-10658.34.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10746.67-10765.99.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10672.35-10692.08.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10434.84-10454.79.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10611.79-10627.42.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10629.44-10648.55.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10838.32-10857.87.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10495.56-10513.83.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10592.0-10611.79.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10878.88-10898.58.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10956.18-10975.9.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10659.49-10669.72.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10859.01-10878.88.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10917.14-10937.09.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10727.14-10744.53.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10454.96-10469.97.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10569.45-10589.45.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10415.07-10434.81.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10787.06-10796.05.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10534.34-10548.83.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10471.2-10490.97.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10767.44-10785.73.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.05ONqG97F-0_10937.09-10954.76.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_5891.86-5910.42.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_5732.47-5751.96.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_5593.15-5612.87.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_5861.94-5881.62.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_5804.8-5821.95.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_5967.02-5985.7.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_5881.62-5889.8.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_5685.2-5701.32.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_5515.35-5528.84.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_5433.38-5450.34.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_1736.05-1744.4.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_5529.95-5549.9.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_5552.86-5572.1.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_5955.19-5965.38.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_5712.44-5732.4.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_5942.48-5953.86.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_5655.34-5672.76.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_5784.87-5804.8.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_5572.66-5591.72.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_5910.42-5925.46.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_1717.24-1734.54.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_5612.87-5632.23.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_5836.22-5855.51.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_5633.73-5653.65.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_5499.19-5513.59.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_5674.18-5683.92.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_5823.16-5835.03.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_5926.69-5940.33.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.08nTrgdbSeM_5758.86-5776.63.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.0Z0_HpfGZho_4190.09-4208.34.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.0Z0_HpfGZho_4101.16-4116.0.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.0Z0_HpfGZho_4280.8-4299.95.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.0Z0_HpfGZho_4117.1-4137.09.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.0Z0_HpfGZho_4260.97-4280.8.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.0Z0_HpfGZho_4241.44-4260.97.wav,"Bauk, Arsen",train
/home/peterr/macocu/task11/data_speaker_id/seg.-EO06cT21uY_3184.67-3204.46.wav,"Babić, Ante",train
/home/peterr/macocu/task11/data_speaker_id/seg.-EO06cT21uY_13343.88-13363.82.wav,"Babić, Ante",train
/home/peterr/macocu/task11/data_speaker_id/seg.-EO06cT21uY_12295.78-12315.38.wav,"Babić, Ante",train
/home/peterr/macocu/task11/data_speaker_id/seg.-EO06cT21uY_11226.59-11246.32.wav,"Babić, Ante",train
/home/peterr/macocu/task11/data_speaker_id/seg.-EO06cT21uY_12275.91-12295.51.wav,"Babić, Ante",train
/home/peterr/macocu/task11/data_speaker_id/seg.-EO06cT21uY_3224.47-3242.77.wav,"Babić, Ante",train
/home/peterr/macocu/task11/data_speaker_id/seg.-EO06cT21uY_11641.55-11661.19.wav,"Babić, Ante",train
/home/peterr/macocu/task11/data_speaker_id/seg.-EO06cT21uY_11246.32-11256.57.wav,"Babić, Ante",train
/home/peterr/macocu/task11/data_speaker_id/seg.-EO06cT21uY_13324.42-13343.88.wav,"Babić, Ante",train
/home/peterr/macocu/task11/data_speaker_id/seg.-EO06cT21uY_11163.28-11183.12.wav,"Babić, Ante",train
/home/peterr/macocu/task11/data_speaker_id/seg.-EO06cT21uY_11183.12-11202.41.wav,"Babić, Ante",train
/home/peterr/macocu/task11/data_speaker_id/seg.-EO06cT21uY_11661.22-11680.9.wav,"Babić, Ante",train
/home/peterr/macocu/task11/data_speaker_id/seg.-EO06cT21uY_11505.56-11525.56.wav,"Babić, Ante",train
/home/peterr/macocu/task11/data_speaker_id/seg.-EO06cT21uY_11123.61-11143.59.wav,"Babić, Ante",train
/home/peterr/macocu/task11/data_speaker_id/seg.-EO06cT21uY_3204.68-3224.47.wav,"Babić, Ante",train
/home/peterr/macocu/task11/data_speaker_id/seg.-EO06cT21uY_11206.69-11226.59.wav,"Babić, Ante",train
/home/peterr/macocu/task11/data_speaker_id/seg.-EO06cT21uY_13363.82-13383.54.wav,"Babić, Ante",train
/home/peterr/macocu/task11/data_speaker_id/seg.-EO06cT21uY_11525.56-11545.21.wav,"Babić, Ante",train
/home/peterr/macocu/task11/data_speaker_id/seg.-EO06cT21uY_11545.21-11565.13.wav,"Babić, Ante",train
/home/peterr/macocu/task11/data_speaker_id/seg.-EO06cT21uY_11143.59-11163.28.wav,"Babić, Ante",train
/home/peterr/macocu/task11/data_speaker_id/seg.-EO06cT21uY_11680.9-11700.51.wav,"Babić, Ante",train
/home/peterr/macocu/task11/data_speaker_id/seg.-ZstXL0NcOo_21521.05-21540.88.wav,"Babić, Ante",train
/home/peterr/macocu/task11/data_speaker_id/seg.-ZstXL0NcOo_21457.47-21476.56.wav,"Babić, Ante",train
/home/peterr/macocu/task11/data_speaker_id/seg.-ZstXL0NcOo_21501.13-21521.05.wav,"Babić, Ante",train
/home/peterr/macocu/task11/data_speaker_id/seg.-ZstXL0NcOo_21477.19-21496.18.wav,"Babić, Ante",train
/home/peterr/macocu/task11/data_speaker_id/seg.-ZstXL0NcOo_21421.86-21436.62.wav,"Babić, Ante",train
/home/peterr/macocu/task11/data_speaker_id/seg.-ZstXL0NcOo_21437.7-21457.47.wav,"Babić, Ante",train
/home/peterr/macocu/task11/data_speaker_id/seg.-aa4kot7dUU_19158.97-19177.46.wav,"Babić, Ante",train
