Speaker_name,Count,Speaker_age_at_recording,Speaker_gender,Speaker_age_group,gender_age_group,path
"Marić, Goran",617,59.0,M,old,M_old,data_age/seg.bB87qD5RT-Y_12486.48-12505.63.wav
"Marić, Goran",617,59.0,M,old,M_old,data_age/seg.sR_p6PbQPeI_5553.53-5563.99.wav
"Madjer, Mladen",571,53.0,M,old,M_old,data_age/seg.Q2UcT745iHQ_18013.0-18032.37.wav
"Madjer, Mladen",571,53.0,M,old,M_old,data_age/seg.KIpM2SKu0Y4_5242.69-5262.21.wav
"Madjer, Mladen",571,53.0,M,old,M_old,data_age/seg.HOAbJ0y5JQA_8739.61-8757.25.wav
"Madjer, Mladen",571,53.0,M,old,M_old,data_age/seg.bruBqQyd8Yg_2750.04-2769.97.wav
"Madjer, Mladen",571,53.0,M,old,M_old,data_age/seg.eGIcf3VaYNY_2341.83-2361.24.wav
"Madjer, Mladen",571,53.0,M,old,M_old,data_age/seg.l8zdyfQzMbc_15017.61-15037.19.wav
"Madjer, Mladen",571,53.0,M,old,M_old,data_age/seg.LZETjGQNaNk_3844.74-3864.58.wav
"Madjer, Mladen",571,53.0,M,old,M_old,data_age/seg.AeNlW_UjFR4_4184.8-4202.34.wav
"Madjer, Mladen",571,53.0,M,old,M_old,data_age/seg.jus1M1j8vPo_3089.86-3109.7.wav
"Madjer, Mladen",571,53.0,M,old,M_old,data_age/seg.OmcDtlzv2Xs_5564.85-5583.61.wav
"Madjer, Mladen",571,53.0,M,old,M_old,data_age/seg.9mYs2yrz6Vg_14149.54-14168.3.wav
"Madjer, Mladen",571,53.0,M,old,M_old,data_age/seg.l8zdyfQzMbc_14914.95-14934.87.wav
"Madjer, Mladen",571,53.0,M,old,M_old,data_age/seg.eGIcf3VaYNY_2433.17-2449.73.wav
"Madjer, Mladen",571,53.0,M,old,M_old,data_age/seg.0b6RVqesEUE_1195.99-1215.34.wav
"Madjer, Mladen",571,53.0,M,old,M_old,data_age/seg.dvDYDmngXjk_15492.77-15506.53.wav
"Madjer, Mladen",571,53.0,M,old,M_old,data_age/seg.TI88z-ZjA4k_2412.16-2431.81.wav
"Madjer, Mladen",571,53.0,M,old,M_old,data_age/seg.hUhI4MoO3zE_2305.28-2324.99.wav
"Madjer, Mladen",571,53.0,M,old,M_old,data_age/seg.-ZstXL0NcOo_4764.71-4784.61.wav
"Madjer, Mladen",571,53.0,M,old,M_old,data_age/seg.oF5_Yejpjgc_2660.75-2680.33.wav
"Madjer, Mladen",571,53.0,M,old,M_old,data_age/seg.LZETjGQNaNk_3902.74-3918.83.wav
"Jandroković, Gordan",1621,51.0,M,old,M_old,data_age/seg.BddjK8Gf1Hk_9993.4-10004.79.wav
"Jandroković, Gordan",1621,51.0,M,old,M_old,data_age/seg.2LooVtGp7HE_3325.23-3338.29.wav
"Jandroković, Gordan",1621,51.0,M,old,M_old,data_age/seg.OHMdj38FkBI_2537.38-2557.3.wav
"Jandroković, Gordan",1621,51.0,M,old,M_old,data_age/seg.XUegMjW5_z0_6347.09-6366.77.wav
"Jandroković, Gordan",1621,51.0,M,old,M_old,data_age/seg.URS5XyOpLSI_20884.4-20904.3.wav
"Jandroković, Gordan",1621,51.0,M,old,M_old,data_age/seg.vjsshG0eI0U_4980.74-4989.56.wav
"Jandroković, Gordan",1621,51.0,M,old,M_old,data_age/seg.SvOjrvZ4PlY_6598.05-6606.76.wav
"Jandroković, Gordan",1621,51.0,M,old,M_old,data_age/seg.iQoZMemua98_9433.07-9444.81.wav
"Jandroković, Gordan",1621,51.0,M,old,M_old,data_age/seg.wGcZ33lyWUY_21432.33-21450.07.wav
"Jandroković, Gordan",1621,51.0,M,old,M_old,data_age/seg.XBfM8XXu4os_1014.27-1024.55.wav
"Jandroković, Gordan",1621,51.0,M,old,M_old,data_age/seg.eGIcf3VaYNY_7329.09-7348.73.wav
"Jandroković, Gordan",1621,51.0,M,old,M_old,data_age/seg.aln8TypLXOM_1168.61-1187.78.wav
"Jandroković, Gordan",1621,51.0,M,old,M_old,data_age/seg.Yht1wCkxWF4_11539.4-11547.61.wav
"Jandroković, Gordan",1621,51.0,M,old,M_old,data_age/seg.IZ-yJBxvsVo_6555.1-6564.54.wav
"Jandroković, Gordan",1621,51.0,M,old,M_old,data_age/seg.vUcOuoVdoMg_1480.51-1500.3.wav
"Jandroković, Gordan",1621,51.0,M,old,M_old,data_age/seg.3yuEqtP43QI_2003.53-2023.03.wav
"Jandroković, Gordan",1621,51.0,M,old,M_old,data_age/seg.JiUVK5pWzYA_3026.47-3037.23.wav
"Jandroković, Gordan",1621,51.0,M,old,M_old,data_age/seg.Yht1wCkxWF4_1323.98-1343.8.wav
"Jandroković, Gordan",1621,51.0,M,old,M_old,data_age/seg.1WBg7il8jfQ_6152.29-6172.13.wav
"Jandroković, Gordan",1621,51.0,M,old,M_old,data_age/seg.8AWHBpKrfTM_14255.85-14275.32.wav
"Jankovics, Robert",340,43.0,M,young,M_young,data_age/seg.0B0WeuW03SY_2226.27-2246.19.wav
"Jankovics, Robert",340,43.0,M,young,M_young,data_age/seg.0B0WeuW03SY_2424.33-2444.31.wav
"Jankovics, Robert",340,43.0,M,young,M_young,data_age/seg.JISW9Elspkc_1424.48-1443.76.wav
"Jankovics, Robert",340,43.0,M,young,M_young,data_age/seg.Kt0nJgPw41E_5349.25-5367.04.wav
"Jankovics, Robert",340,43.0,M,young,M_young,data_age/seg.OjQV7hrE9vE_11931.45-11951.06.wav
"Jankovics, Robert",340,43.0,M,young,M_young,data_age/seg.Kt0nJgPw41E_5368.06-5387.98.wav
"Jankovics, Robert",340,43.0,M,young,M_young,data_age/seg.oNbwZtGCYhE_13464.07-13478.84.wav
"Jankovics, Robert",340,43.0,M,young,M_young,data_age/seg.OjQV7hrE9vE_11911.76-11931.45.wav
"Jankovics, Robert",340,43.0,M,young,M_young,data_age/seg.oNbwZtGCYhE_13502.89-13522.44.wav
"Jankovics, Robert",340,43.0,M,young,M_young,data_age/seg.JPO4ebnWWms_15399.6-15419.31.wav
"Jankovics, Robert",340,43.0,M,young,M_young,data_age/seg.0b6RVqesEUE_3213.68-3233.3.wav
"Jankovics, Robert",340,43.0,M,young,M_young,data_age/seg.y5LrUr3SHIg_10027.16-10042.3.wav
"Jankovics, Robert",340,43.0,M,young,M_young,data_age/seg.JPO4ebnWWms_15751.04-15770.74.wav
"Jankovics, Robert",340,43.0,M,young,M_young,data_age/seg.y5LrUr3SHIg_9693.33-9712.97.wav
"Jankovics, Robert",340,43.0,M,young,M_young,data_age/seg.JPO4ebnWWms_15823.83-15843.23.wav
"Jankovics, Robert",340,43.0,M,young,M_young,data_age/seg.0b6RVqesEUE_3174.07-3193.94.wav
"Jankovics, Robert",340,43.0,M,young,M_young,data_age/seg.4R0FZp2sPmw_18067.85-18087.57.wav
"Jankovics, Robert",340,43.0,M,young,M_young,data_age/seg.y5LrUr3SHIg_9732.71-9752.61.wav
"Jankovics, Robert",340,43.0,M,young,M_young,data_age/seg.X_6fTHwFfpM_6747.77-6767.54.wav
"Jankovics, Robert",340,43.0,M,young,M_young,data_age/seg.Kt0nJgPw41E_5388.01-5407.78.wav
"Prelec, Alen",1682,51.0,M,old,M_old,data_age/seg.GW6f40F5DY8_14373.99-14393.69.wav
"Prelec, Alen",1682,51.0,M,old,M_old,data_age/seg.dfz6VqXRbmE_6152.78-6165.43.wav
"Prelec, Alen",1682,51.0,M,old,M_old,data_age/seg.rojNZzA-im4_16364.88-16384.85.wav
"Prelec, Alen",1682,51.0,M,old,M_old,data_age/seg.JfqdrI7Xd_8_9086.8-9106.52.wav
"Prelec, Alen",1682,51.0,M,old,M_old,data_age/seg.3YwjvKTcTlI_22188.23-22208.21.wav
"Prelec, Alen",1682,51.0,M,old,M_old,data_age/seg.ROfl1iWhWyw_8850.02-8869.83.wav
"Prelec, Alen",1682,51.0,M,old,M_old,data_age/seg.MIv9Q5UKXdY_8099.9-8119.9.wav
"Prelec, Alen",1682,51.0,M,old,M_old,data_age/seg.-k1z8behXXg_10009.64-10029.41.wav
"Prelec, Alen",1682,51.0,M,old,M_old,data_age/seg.ROfl1iWhWyw_11039.72-11050.29.wav
"Prelec, Alen",1682,51.0,M,old,M_old,data_age/seg.GW6f40F5DY8_14393.69-14406.39.wav
"Prelec, Alen",1682,51.0,M,old,M_old,data_age/seg.JfqdrI7Xd_8_9184.11-9202.9.wav
"Prelec, Alen",1682,51.0,M,old,M_old,data_age/seg.MIv9Q5UKXdY_3238.41-3258.38.wav
"Prelec, Alen",1682,51.0,M,old,M_old,data_age/seg.BdKEjiXdnEc_16900.05-16918.73.wav
"Prelec, Alen",1682,51.0,M,old,M_old,data_age/seg.iSWQSOyd9qg_9318.45-9338.36.wav
"Prelec, Alen",1682,51.0,M,old,M_old,data_age/seg.iSWQSOyd9qg_7988.72-7997.24.wav
"Prelec, Alen",1682,51.0,M,old,M_old,data_age/seg.Q2UcT745iHQ_9874.89-9894.44.wav
"Prelec, Alen",1682,51.0,M,old,M_old,data_age/seg.Hlvu7goPx6c_6572.54-6592.53.wav
"Prelec, Alen",1682,51.0,M,old,M_old,data_age/seg.9mYs2yrz6Vg_21341.25-21361.02.wav
"Prelec, Alen",1682,51.0,M,old,M_old,data_age/seg.UPHLmUzadcg_12909.15-12928.7.wav
"Prelec, Alen",1682,51.0,M,old,M_old,data_age/seg.SpYPAZPO3hE_7147.5-7167.26.wav
"Kovač, Miro",998,51.0,M,old,M_old,data_age/seg.XRVcOb8n3Co_19385.2-19403.98.wav
"Kovač, Miro",998,51.0,M,old,M_old,data_age/seg.p59_k3C9hq4_2749.96-2769.86.wav
"Kovač, Miro",998,51.0,M,old,M_old,data_age/seg.XRVcOb8n3Co_19268.59-19288.45.wav
"Kovač, Miro",998,51.0,M,old,M_old,data_age/seg.A7MViHGC5hw_1734.07-1754.01.wav
"Kovač, Miro",998,51.0,M,old,M_old,data_age/seg.ccxh8m_cg3A_13250.31-13269.94.wav
"Kovač, Miro",998,51.0,M,old,M_old,data_age/seg.uw9F1iFk36s_11481.55-11501.17.wav
"Kovač, Miro",998,51.0,M,old,M_old,data_age/seg.4I1CHN8ZRCA_9997.17-10010.2.wav
"Kovač, Miro",998,51.0,M,old,M_old,data_age/seg.1VEe0dkWXfc_5871.65-5882.41.wav
"Kovač, Miro",998,51.0,M,old,M_old,data_age/seg.tdMBGTidgNg_2709.45-2729.37.wav
"Kovač, Miro",998,51.0,M,old,M_old,data_age/seg.WtMFYtpl2U0_3109.47-3126.76.wav
"Kovač, Miro",998,51.0,M,old,M_old,data_age/seg.CjM2LMQC4gg_15361.36-15376.79.wav
"Kovač, Miro",998,51.0,M,old,M_old,data_age/seg.vtRN30WCBjE_11660.35-11680.2.wav
"Kovač, Miro",998,51.0,M,old,M_old,data_age/seg.1VEe0dkWXfc_5601.9-5620.72.wav
"Kovač, Miro",998,51.0,M,old,M_old,data_age/seg.ccxh8m_cg3A_13230.31-13250.31.wav
"Kovač, Miro",998,51.0,M,old,M_old,data_age/seg.N2W0YV7Osxs_6361.0-6380.8.wav
"Kovač, Miro",998,51.0,M,old,M_old,data_age/seg.wAvVNgL6KOk_3349.64-3360.85.wav
"Kovač, Miro",998,51.0,M,old,M_old,data_age/seg.uw9F1iFk36s_11562.01-11577.98.wav
"Kovač, Miro",998,51.0,M,old,M_old,data_age/seg.WlyHHY4GAuA_10283.43-10301.63.wav
"Kovač, Miro",998,51.0,M,old,M_old,data_age/seg.tdMBGTidgNg_2729.37-2748.84.wav
"Kovač, Miro",998,51.0,M,old,M_old,data_age/seg.oxaHSUqmkFo_1558.19-1578.01.wav
"Šipić, Ivan",629,44.0,M,young,M_young,data_age/seg.XDOVoojci5A_20386.42-20406.17.wav
"Šipić, Ivan",629,44.0,M,young,M_young,data_age/seg.l8zdyfQzMbc_18238.89-18256.35.wav
"Šipić, Ivan",629,44.0,M,young,M_young,data_age/seg.bFuM6vBlCQE_8841.97-8861.89.wav
"Šipić, Ivan",629,44.0,M,young,M_young,data_age/seg.7MAfXKBv9Dw_6725.14-6737.64.wav
"Šipić, Ivan",629,44.0,M,young,M_young,data_age/seg.XDOVoojci5A_20485.5-20505.36.wav
"Šipić, Ivan",629,44.0,M,young,M_young,data_age/seg.VbHdjxinAXk_14673.76-14681.89.wav
"Šipić, Ivan",629,44.0,M,young,M_young,data_age/seg.bwqOdcblauU_11707.09-11726.21.wav
"Šipić, Ivan",629,44.0,M,young,M_young,data_age/seg.wOAqH3oeT98_4750.66-4760.11.wav
"Šipić, Ivan",629,44.0,M,young,M_young,data_age/seg.Hlvu7goPx6c_1508.73-1520.47.wav
"Šipić, Ivan",629,44.0,M,young,M_young,data_age/seg.5cjNUjCW6uo_13335.43-13355.11.wav
"Šipić, Ivan",629,44.0,M,young,M_young,data_age/seg.aK2XWyzkG94_7023.57-7043.26.wav
"Šipić, Ivan",629,44.0,M,young,M_young,data_age/seg.uqqQn2P9PpY_14698.32-14717.71.wav
"Šipić, Ivan",629,44.0,M,young,M_young,data_age/seg.4OANjyvK28Q_1991.92-2009.33.wav
"Šipić, Ivan",629,44.0,M,young,M_young,data_age/seg.4OANjyvK28Q_1836.41-1850.61.wav
"Šipić, Ivan",629,44.0,M,young,M_young,data_age/seg.xbgYVKmXxg8_11339.34-11358.85.wav
"Šipić, Ivan",629,44.0,M,young,M_young,data_age/seg.bB87qD5RT-Y_18088.48-18103.13.wav
"Šipić, Ivan",629,44.0,M,young,M_young,data_age/seg.bFuM6vBlCQE_8820.26-8835.71.wav
"Šipić, Ivan",629,44.0,M,young,M_young,data_age/seg.pppYdJRPHHk_7475.68-7495.46.wav
"Šipić, Ivan",629,44.0,M,young,M_young,data_age/seg.bFuM6vBlCQE_8555.89-8566.33.wav
"Šipić, Ivan",629,44.0,M,young,M_young,data_age/seg.aK2XWyzkG94_6706.83-6721.07.wav
"Klisović, Joško",2013,50.0,M,old,M_old,data_age/seg.HlauTe_NK6U_3091.1-3110.54.wav
"Klisović, Joško",2013,50.0,M,old,M_old,data_age/seg.wGcZ33lyWUY_10777.9-10797.34.wav
"Klisović, Joško",2013,50.0,M,old,M_old,data_age/seg.A7MViHGC5hw_19811.42-19831.08.wav
"Klisović, Joško",2013,50.0,M,old,M_old,data_age/seg.ccxh8m_cg3A_13478.86-13494.39.wav
"Klisović, Joško",2013,50.0,M,old,M_old,data_age/seg.OI1RRs1lbh0_17985.42-18005.31.wav
"Klisović, Joško",2013,50.0,M,old,M_old,data_age/seg.vtRN30WCBjE_10738.54-10755.96.wav
"Klisović, Joško",2013,50.0,M,old,M_old,data_age/seg.KMGKU5I8aUQ_19012.7-19032.43.wav
"Klisović, Joško",2013,50.0,M,old,M_old,data_age/seg.ccxh8m_cg3A_12227.71-12246.97.wav
"Klisović, Joško",2013,50.0,M,old,M_old,data_age/seg.o8FdsdWtvhc_21641.78-21661.7.wav
"Klisović, Joško",2013,50.0,M,old,M_old,data_age/seg.AUZxNF3C_8A_1943.49-1963.18.wav
"Klisović, Joško",2013,50.0,M,old,M_old,data_age/seg.uw9F1iFk36s_12527.4-12541.3.wav
"Klisović, Joško",2013,50.0,M,old,M_old,data_age/seg.uw9F1iFk36s_12757.17-12777.02.wav
"Klisović, Joško",2013,50.0,M,old,M_old,data_age/seg.zv-6A9P0BhA_2276.12-2296.02.wav
"Klisović, Joško",2013,50.0,M,old,M_old,data_age/seg.RXOa3U8eUFc_7013.77-7030.92.wav
"Klisović, Joško",2013,50.0,M,old,M_old,data_age/seg.uw9F1iFk36s_14353.93-14373.79.wav
"Klisović, Joško",2013,50.0,M,old,M_old,data_age/seg.oxaHSUqmkFo_5359.18-5378.43.wav
"Klisović, Joško",2013,50.0,M,old,M_old,data_age/seg.PL0ih6y_S00_4519.0-4537.58.wav
"Klisović, Joško",2013,50.0,M,old,M_old,data_age/seg.qne0Iegffug_9072.73-9092.67.wav
"Klisović, Joško",2013,50.0,M,old,M_old,data_age/seg.9UCrtnKBgqs_11627.59-11647.28.wav
"Klisović, Joško",2013,50.0,M,old,M_old,data_age/seg.HlauTe_NK6U_3181.24-3198.05.wav
"Sanader, Ante",818,57.0,M,old,M_old,data_age/seg.Y7PdboTaXxw_11703.93-11714.3.wav
"Sanader, Ante",818,57.0,M,old,M_old,data_age/seg.oS1BYgFER90_6471.6-6491.15.wav
"Sanader, Ante",818,57.0,M,old,M_old,data_age/seg.kh2G0vaaNkg_1904.7-1924.35.wav
"Sanader, Ante",818,57.0,M,old,M_old,data_age/seg.7MAgE5pGA-g_12617.3-12626.09.wav
"Sanader, Ante",818,57.0,M,old,M_old,data_age/seg.ARIAGjO3P9c_16533.01-16544.87.wav
"Sanader, Ante",818,57.0,M,old,M_old,data_age/seg.oS1BYgFER90_6827.09-6843.91.wav
"Sanader, Ante",818,57.0,M,old,M_old,data_age/seg.ARIAGjO3P9c_16513.27-16532.98.wav
"Sanader, Ante",818,57.0,M,old,M_old,data_age/seg.0Z0_HpfGZho_1702.54-1713.24.wav
"Sanader, Ante",818,57.0,M,old,M_old,data_age/seg.rojNZzA-im4_5739.07-5754.54.wav
"Sanader, Ante",818,57.0,M,old,M_old,data_age/seg.ARIAGjO3P9c_16616.64-16636.49.wav
"Sanader, Ante",818,57.0,M,old,M_old,data_age/seg.L6ILB2DxLMw_15894.54-15905.65.wav
"Sanader, Ante",818,57.0,M,old,M_old,data_age/seg.rojNZzA-im4_5893.48-5909.0.wav
"Sanader, Ante",818,57.0,M,old,M_old,data_age/seg.rwxXXCrpWBU_5077.18-5089.68.wav
"Sanader, Ante",818,57.0,M,old,M_old,data_age/seg.0b6RVqesEUE_14055.08-14075.08.wav
"Sanader, Ante",818,57.0,M,old,M_old,data_age/seg.rojNZzA-im4_21570.11-21588.99.wav
"Sanader, Ante",818,57.0,M,old,M_old,data_age/seg.wN5mbIwE-4U_4178.53-4191.55.wav
"Sanader, Ante",818,57.0,M,old,M_old,data_age/seg.w-mXysdhZaU_5086.29-5105.33.wav
"Sanader, Ante",818,57.0,M,old,M_old,data_age/seg.jxWJfr-nVRg_2422.83-2439.71.wav
"Sanader, Ante",818,57.0,M,old,M_old,data_age/seg.Y7PdboTaXxw_7486.93-7502.42.wav
"Sanader, Ante",818,57.0,M,old,M_old,data_age/seg.rVfZ1qL88vM_8566.75-8577.81.wav
"Tuđman, Miroslav",1777,72.0,M,old,M_old,data_age/seg.e4GJ6HvNGwI_3551.19-3567.04.wav
"Tuđman, Miroslav",1777,72.0,M,old,M_old,data_age/seg.9UCrtnKBgqs_12404.19-12423.96.wav
"Tuđman, Miroslav",1777,72.0,M,old,M_old,data_age/seg.IF1blZ6YSMA_19109.74-19120.37.wav
"Tuđman, Miroslav",1777,72.0,M,old,M_old,data_age/seg.LFVfcCY2ebk_15603.0-15617.08.wav
"Tuđman, Miroslav",1777,72.0,M,old,M_old,data_age/seg.HPNtNCyYTuo_3762.27-3781.45.wav
"Tuđman, Miroslav",1777,72.0,M,old,M_old,data_age/seg._VrhtTcPNm8_15294.34-15308.24.wav
"Tuđman, Miroslav",1777,72.0,M,old,M_old,data_age/seg.1grMQpeHt7Q_6555.43-6570.0.wav
"Tuđman, Miroslav",1777,72.0,M,old,M_old,data_age/seg.rFVDr4ghXlQ_10439.25-10458.33.wav
"Tuđman, Miroslav",1777,72.0,M,old,M_old,data_age/seg.jVFY2WuhmwU_4109.0-4128.21.wav
"Tuđman, Miroslav",1777,72.0,M,old,M_old,data_age/seg.ROfl1iWhWyw_21833.62-21850.17.wav
"Tuđman, Miroslav",1777,72.0,M,old,M_old,data_age/seg.vUcOuoVdoMg_21017.89-21037.0.wav
"Tuđman, Miroslav",1777,72.0,M,old,M_old,data_age/seg._VrhtTcPNm8_15002.84-15022.35.wav
"Tuđman, Miroslav",1777,72.0,M,old,M_old,data_age/seg.MjfmdeHxy0o_9255.73-9274.67.wav
"Tuđman, Miroslav",1777,72.0,M,old,M_old,data_age/seg.ActgoDTrcWA_13314.31-13333.6.wav
"Tuđman, Miroslav",1777,72.0,M,old,M_old,data_age/seg.AeNlW_UjFR4_20188.82-20207.22.wav
"Tuđman, Miroslav",1777,72.0,M,old,M_old,data_age/seg.COa-0-o_dbc_9628.34-9638.4.wav
"Tuđman, Miroslav",1777,72.0,M,old,M_old,data_age/seg.vtRN30WCBjE_15392.25-15412.05.wav
"Tuđman, Miroslav",1777,72.0,M,old,M_old,data_age/seg.k0VzxBzGQ-s_4464.33-4472.67.wav
"Tuđman, Miroslav",1777,72.0,M,old,M_old,data_age/seg.l8zdyfQzMbc_21299.55-21315.38.wav
"Tuđman, Miroslav",1777,72.0,M,old,M_old,data_age/seg.hABuzXDgV50_16492.83-16511.03.wav
"Raguž, Željko",776,60.0,M,old,M_old,data_age/seg.LFVfcCY2ebk_9989.8-10007.05.wav
"Raguž, Željko",776,60.0,M,old,M_old,data_age/seg.LFVfcCY2ebk_10081.65-10101.59.wav
"Raguž, Željko",776,60.0,M,old,M_old,data_age/seg.EBH_kjsH-bw_15668.02-15682.97.wav
"Raguž, Željko",776,60.0,M,old,M_old,data_age/seg.dAeQtmiiIYE_9753.91-9773.06.wav
"Raguž, Željko",776,60.0,M,old,M_old,data_age/seg.xC6B2N9RvdQ_3315.61-3328.31.wav
"Raguž, Željko",776,60.0,M,old,M_old,data_age/seg.dAeQtmiiIYE_9813.74-9833.65.wav
"Raguž, Željko",776,60.0,M,old,M_old,data_age/seg.4I1CHN8ZRCA_8331.53-8348.35.wav
"Raguž, Željko",776,60.0,M,old,M_old,data_age/seg.4I1CHN8ZRCA_8737.83-8757.36.wav
"Raguž, Željko",776,60.0,M,old,M_old,data_age/seg.dAeQtmiiIYE_10134.76-10150.98.wav
"Raguž, Željko",776,60.0,M,old,M_old,data_age/seg.4I1CHN8ZRCA_8188.47-8203.3.wav
"Raguž, Željko",776,60.0,M,old,M_old,data_age/seg.5Feg2lxQ3-I_11819.76-11833.17.wav
"Raguž, Željko",776,60.0,M,old,M_old,data_age/seg.oFkZ3PeHfkk_1028.98-1047.9.wav
"Raguž, Željko",776,60.0,M,old,M_old,data_age/seg.oFkZ3PeHfkk_1260.05-1271.85.wav
"Raguž, Željko",776,60.0,M,old,M_old,data_age/seg.4I1CHN8ZRCA_8910.74-8921.38.wav
"Raguž, Željko",776,60.0,M,old,M_old,data_age/seg.OI1RRs1lbh0_10720.38-10730.62.wav
"Raguž, Željko",776,60.0,M,old,M_old,data_age/seg.AUZxNF3C_8A_12931.68-12951.11.wav
"Raguž, Željko",776,60.0,M,old,M_old,data_age/seg.rFVDr4ghXlQ_12216.56-12227.4.wav
"Raguž, Željko",776,60.0,M,old,M_old,data_age/seg.4I1CHN8ZRCA_8838.35-8848.05.wav
"Raguž, Željko",776,60.0,M,old,M_old,data_age/seg.wIZU5TbDct4_15924.63-15932.63.wav
"Raguž, Željko",776,60.0,M,old,M_old,data_age/seg.A7MViHGC5hw_9814.65-9834.6.wav
"Parić, Darko",376,40.0,M,young,M_young,data_age/seg.3YwjvKTcTlI_10385.01-10404.94.wav
"Parić, Darko",376,40.0,M,young,M_young,data_age/seg.QvdQ6JlZ-uM_11682.56-11702.26.wav
"Parić, Darko",376,40.0,M,young,M_young,data_age/seg.WBXffMn1G1E_2644.86-2664.34.wav
"Parić, Darko",376,40.0,M,young,M_young,data_age/seg.IBCA1AqZPL8_4952.56-4972.49.wav
"Parić, Darko",376,40.0,M,young,M_young,data_age/seg.bv67e1t69T8_7872.99-7892.71.wav
"Parić, Darko",376,40.0,M,young,M_young,data_age/seg.IBCA1AqZPL8_8296.63-8307.17.wav
"Parić, Darko",376,40.0,M,young,M_young,data_age/seg.QvdQ6JlZ-uM_7449.26-7466.1.wav
"Parić, Darko",376,40.0,M,young,M_young,data_age/seg.I94pzu5KMbg_2856.19-2876.09.wav
"Parić, Darko",376,40.0,M,young,M_young,data_age/seg.WBXffMn1G1E_2475.6-2495.21.wav
"Parić, Darko",376,40.0,M,young,M_young,data_age/seg.I94pzu5KMbg_3479.13-3491.46.wav
"Parić, Darko",376,40.0,M,young,M_young,data_age/seg.b0c3WIgmQJ4_6011.59-6031.59.wav
"Parić, Darko",376,40.0,M,young,M_young,data_age/seg.wOAqH3oeT98_19142.32-19161.73.wav
"Parić, Darko",376,40.0,M,young,M_young,data_age/seg.V_e2sdFELaM_21760.8-21776.01.wav
"Parić, Darko",376,40.0,M,young,M_young,data_age/seg.b0c3WIgmQJ4_5427.2-5446.59.wav
"Parić, Darko",376,40.0,M,young,M_young,data_age/seg.WBXffMn1G1E_2756.8-2776.58.wav
"Parić, Darko",376,40.0,M,young,M_young,data_age/seg.fUgeflZ_KAE_2478.35-2498.27.wav
"Parić, Darko",376,40.0,M,young,M_young,data_age/seg.I94pzu5KMbg_3670.74-3690.44.wav
"Parić, Darko",376,40.0,M,young,M_young,data_age/seg.VpUledLEKyY_7230.8-7250.17.wav
"Parić, Darko",376,40.0,M,young,M_young,data_age/seg.I94pzu5KMbg_3420.43-3439.54.wav
"Parić, Darko",376,40.0,M,young,M_young,data_age/seg.WBXffMn1G1E_2540.16-2559.32.wav
"Babić, Vedran",501,42.0,M,young,M_young,data_age/seg.GW6f40F5DY8_3087.76-3107.4.wav
"Babić, Vedran",501,42.0,M,young,M_young,data_age/seg.fY6dvnwAXR0_5886.07-5896.53.wav
"Babić, Vedran",501,42.0,M,young,M_young,data_age/seg.qNpeHxO0WzA_6229.45-6248.65.wav
"Babić, Vedran",501,42.0,M,young,M_young,data_age/seg._XViiCiau9E_2759.73-2779.35.wav
"Babić, Vedran",501,42.0,M,young,M_young,data_age/seg.10q5PX2MgM0_3061.28-3079.9.wav
