path,Party_status
data_party_status/seg.Zew7iCnGSwo_12030.11-12049.8.wav,Coalition
data_party_status/seg.cWQLoS3PnTo_9135.36-9155.18.wav,Opposition
data_party_status/seg.q_JZcqUwpHQ_10999.92-11010.91.wav,Coalition
data_party_status/seg.BMBA_mVyQYs_10001.58-10015.91.wav,Opposition
data_party_status/seg.x-UKz7MxhPA_8166.46-8184.11.wav,Coalition
data_party_status/seg.uqqQn2P9PpY_7010.16-7024.66.wav,Opposition
data_party_status/seg.IBCA1AqZPL8_5236.77-5248.84.wav,Opposition
data_party_status/seg.N19bvNUxHaA_785.98-805.76.wav,Coalition
data_party_status/seg.GVHBmUTMROo_13418.14-13426.31.wav,Opposition
data_party_status/seg.p0xPaEZ2p3I_12050.18-12064.14.wav,Coalition
data_party_status/seg.zzEYIorfRmM_10907.69-10927.32.wav,Coalition
data_party_status/seg.fZOW76tl9E8_7033.7-7052.77.wav,Coalition
data_party_status/seg.xRzIhryERIM_8942.79-8962.53.wav,Coalition
data_party_status/seg.7_GGu-uPv-E_4981.8-5001.45.wav,Opposition
data_party_status/seg.BMBA_mVyQYs_2382.92-2402.61.wav,Opposition
data_party_status/seg.K-mnBdJr3Fc_2292.72-2308.65.wav,Opposition
data_party_status/seg.amGNo5659ms_2958.96-2978.78.wav,Opposition
data_party_status/seg.0B0WeuW03SY_3739.07-3753.55.wav,Coalition
data_party_status/seg.6Ly_JAaLNKs_17769.15-17789.15.wav,Opposition
data_party_status/seg.vYdsOynYVCA_9086.23-9105.44.wav,Opposition
data_party_status/seg.m0_tp7wqYxI_20507.43-20526.65.wav,Coalition
data_party_status/seg.MUeJ4i9E2pE_11886.31-11905.98.wav,Coalition
data_party_status/seg.MzGBkhrNCLo_2819.59-2837.04.wav,Coalition
data_party_status/seg.NsYt6iW4zeI_133.77-153.26.wav,Coalition
data_party_status/seg.Bb47TxyW1do_4200.01-4211.29.wav,Coalition
data_party_status/seg.vRMwK8TW_tw_16540.51-16549.41.wav,Opposition
data_party_status/seg.XDOVoojci5A_16109.45-16128.94.wav,Opposition
data_party_status/seg.AeNlW_UjFR4_9961.59-9978.75.wav,Coalition
data_party_status/seg.kFk5q_43y9k_14653.78-14673.27.wav,Opposition
data_party_status/seg.6pmNYgwr64Q_13827.41-13847.36.wav,Coalition
data_party_status/seg.QvdQ6JlZ-uM_11500.03-11516.47.wav,Opposition
data_party_status/seg.8YoRepMrTfc_6632.25-6651.68.wav,Coalition
data_party_status/seg.pdu9uNVkWIA_5697.78-5710.99.wav,Opposition
data_party_status/seg.vYdsOynYVCA_13080.86-13100.86.wav,Opposition
data_party_status/seg.uxlAR69RGX0_3883.66-3899.02.wav,Opposition
data_party_status/seg.RH7iVLuHaDc_4920.56-4940.25.wav,Coalition
data_party_status/seg.r4duIMZKqTU_17475.15-17494.67.wav,Opposition
data_party_status/seg.hABuzXDgV50_15561.05-15580.79.wav,Opposition
data_party_status/seg.yBTNOGgKNLE_9095.33-9114.73.wav,Coalition
data_party_status/seg.Cfti-MnqY7U_10797.35-10817.09.wav,Coalition
data_party_status/seg.MUeJ4i9E2pE_1753.47-1766.05.wav,Opposition
data_party_status/seg.Ffp0qCvvwOQ_2986.92-3002.87.wav,Coalition
data_party_status/seg.P_Mg7lLr7cA_10384.54-10402.08.wav,Coalition
data_party_status/seg.l8zdyfQzMbc_21299.55-21315.38.wav,Coalition
data_party_status/seg.CjM2LMQC4gg_3663.06-3682.72.wav,Opposition
data_party_status/seg.BtuXfHucWtU_10157.28-10177.07.wav,Coalition
data_party_status/seg.dAeQtmiiIYE_7490.2-7510.13.wav,Coalition
data_party_status/seg.SFq6Nqx7cXc_7662.51-7682.35.wav,Coalition
data_party_status/seg.-aa4kot7dUU_17294.22-17307.42.wav,Opposition
data_party_status/seg.m0_tp7wqYxI_21013.49-21033.1.wav,Opposition
data_party_status/seg.wGcZ33lyWUY_7854.01-7873.94.wav,Opposition
data_party_status/seg.LfkFqOr01h4_4231.01-4242.34.wav,Opposition
data_party_status/seg.p59_k3C9hq4_3594.19-3613.94.wav,Opposition
data_party_status/seg.EdOPd59A2NI_19411.01-19430.18.wav,Coalition
data_party_status/seg.vYdsOynYVCA_8774.37-8794.28.wav,Opposition
data_party_status/seg.j2243qnSAZc_21575.48-21595.4.wav,Coalition
data_party_status/seg.18oFjgtm10k_4006.51-4023.75.wav,Coalition
data_party_status/seg.lzxIQHfygfg_292.51-307.17.wav,Opposition
data_party_status/seg.rojNZzA-im4_17790.27-17810.26.wav,Coalition
data_party_status/seg.jnqNq5ud6Vo_20672.33-20692.2.wav,Opposition
data_party_status/seg.hABuzXDgV50_16016.11-16028.01.wav,Coalition
data_party_status/seg.XJfk5_KdB2s_2977.43-2986.8.wav,Coalition
data_party_status/seg.NsYt6iW4zeI_593.88-613.06.wav,Coalition
data_party_status/seg.wIZU5TbDct4_15129.8-15149.32.wav,Coalition
data_party_status/seg.Qx46Ey24m78_1350.22-1369.86.wav,Opposition
data_party_status/seg.eEqtOY6RRH0_11156.47-11176.02.wav,Opposition
data_party_status/seg.LOMzK5-JN00_19749.25-19759.94.wav,Opposition
data_party_status/seg.x2t6FCoqJws_5642.46-5652.72.wav,Coalition
data_party_status/seg.VyeKrbwhKN0_3985.86-3998.81.wav,Coalition
data_party_status/seg.iaSzdQ2bAew_2469.04-2488.84.wav,Opposition
data_party_status/seg.p59_k3C9hq4_943.67-959.92.wav,Opposition
data_party_status/seg.-aa4kot7dUU_7835.45-7855.31.wav,Opposition
data_party_status/seg.jgEFZDlBGYg_2373.65-2393.64.wav,Opposition
data_party_status/seg.eul4eKJoD-w_4763.47-4773.75.wav,Opposition
data_party_status/seg.NjJetqVr5IQ_4670.04-4689.96.wav,Opposition
data_party_status/seg.p59_k3C9hq4_16234.88-16254.38.wav,Opposition
data_party_status/seg.qNpeHxO0WzA_14199.43-14218.98.wav,Opposition
data_party_status/seg.f9bYjY87cMI_1840.66-1857.64.wav,Opposition
data_party_status/seg.B3C2adb255g_1167.3-1184.22.wav,Coalition
data_party_status/seg.jus1M1j8vPo_2676.05-2685.63.wav,Opposition
data_party_status/seg.dAeQtmiiIYE_11676.98-11695.19.wav,Coalition
data_party_status/seg.I27W0FVLD2I_18774.22-18791.7.wav,Opposition
data_party_status/seg.vUcOuoVdoMg_15704.18-15718.76.wav,Coalition
data_party_status/seg.O-3YNW9gAaw_1182.64-1202.64.wav,Coalition
data_party_status/seg.4OANjyvK28Q_3291.16-3311.0.wav,Coalition
data_party_status/seg.JvLROFws-Ko_6577.7-6597.11.wav,Coalition
data_party_status/seg.l_K8z4JMT9k_3731.35-3741.88.wav,Coalition
data_party_status/seg.rojNZzA-im4_8678.57-8694.05.wav,Coalition
data_party_status/seg.EBH_kjsH-bw_9673.37-9692.78.wav,Coalition
data_party_status/seg.IAOBdyNMgYQ_13569.36-13586.43.wav,Opposition
data_party_status/seg.9iFCKtK5gdI_5738.29-5757.0.wav,Opposition
data_party_status/seg.yRobslQfvvs_15857.28-15872.53.wav,Opposition
data_party_status/seg.C-7-3Cxi7WU_17518.67-17530.64.wav,Coalition
data_party_status/seg.-EO06cT21uY_3184.67-3204.46.wav,Coalition
data_party_status/seg.cZ5xMJ7MZQ4_11280.68-11292.69.wav,Coalition
data_party_status/seg.KFQYvnZe5F0_2592.1-2601.84.wav,Opposition
data_party_status/seg.hABuzXDgV50_15734.02-15753.7.wav,Opposition
data_party_status/seg.I3iN6Ty_pdY_11171.94-11191.86.wav,Coalition
data_party_status/seg.LFVfcCY2ebk_15290.05-15306.38.wav,Coalition
data_party_status/seg.OjQV7hrE9vE_16866.55-16886.47.wav,Coalition
data_party_status/seg.C2P-jPLGFSk_18671.96-18691.9.wav,Coalition
data_party_status/seg.hWS77bFFDMY_5098.07-5117.93.wav,Coalition
data_party_status/seg.MpLv6KlBcpQ_14676.62-14696.36.wav,Coalition
data_party_status/seg.wOAqH3oeT98_6662.89-6682.64.wav,Coalition
data_party_status/seg.A7MViHGC5hw_19986.01-20005.91.wav,Opposition
data_party_status/seg.-aa4kot7dUU_18633.38-18653.29.wav,Opposition
data_party_status/seg.Fcq022TA9t8_240.42-251.63.wav,Opposition
data_party_status/seg.JfqdrI7Xd_8_7628.74-7648.4.wav,Coalition
data_party_status/seg.l8zdyfQzMbc_10941.85-10955.17.wav,Coalition
data_party_status/seg.FYva30UGvBE_5389.89-5409.49.wav,Opposition
data_party_status/seg.WtMFYtpl2U0_13471.28-13490.67.wav,Opposition
data_party_status/seg.cJuiEqOfbV8_13778.02-13797.87.wav,Opposition
data_party_status/seg.9W67_smR7qM_4195.9-4209.05.wav,Coalition
data_party_status/seg.YOYZ7PwizwI_11891.18-11901.54.wav,Coalition
data_party_status/seg.X_6fTHwFfpM_3632.85-3652.75.wav,Opposition
data_party_status/seg.WYQk1srnyb0_6652.29-6672.29.wav,Coalition
data_party_status/seg.trR2lbmaJ4I_17187.59-17207.04.wav,Opposition
data_party_status/seg.PRZE3vwba14_1406.86-1422.03.wav,Opposition
data_party_status/seg.uw9F1iFk36s_13270.34-13290.21.wav,Coalition
data_party_status/seg.fZOW76tl9E8_12807.6-12821.5.wav,Coalition
data_party_status/seg.5Feg2lxQ3-I_14039.95-14059.94.wav,Coalition
data_party_status/seg.rAW9SJv_NFc_1720.77-1739.8.wav,Opposition
data_party_status/seg.jnqNq5ud6Vo_4468.79-4488.12.wav,Coalition
data_party_status/seg.qNpeHxO0WzA_20016.08-20026.71.wav,Coalition
data_party_status/seg.qPWodyOReQk_3617.54-3637.44.wav,Coalition
data_party_status/seg.qPWodyOReQk_3654.38-3663.92.wav,Coalition
data_party_status/seg.14gZyn_QyTw_9544.95-9564.44.wav,Opposition
data_party_status/seg.00ssxRS5L-4_8836.52-8856.48.wav,Opposition
data_party_status/seg.NjJetqVr5IQ_7847.02-7866.8.wav,Coalition
data_party_status/seg.d4vjZbnhJbU_5450.97-5470.4.wav,Opposition
data_party_status/seg.1qhxcYJg5yk_9312.4-9332.02.wav,Opposition
data_party_status/seg.b6xbH3vaOB0_10465.21-10484.59.wav,Coalition
data_party_status/seg.ChLhsFZXpo0_7222.86-7237.81.wav,Opposition
data_party_status/seg.AUZxNF3C_8A_16914.67-16925.03.wav,Opposition
data_party_status/seg.MTezksB47JU_14995.19-15014.99.wav,Opposition
data_party_status/seg.p0xPaEZ2p3I_15970.53-15984.76.wav,Opposition
data_party_status/seg.Cfti-MnqY7U_11222.59-11235.41.wav,Coalition
data_party_status/seg.LRfFnUQrpN4_4734.3-4753.91.wav,Opposition
data_party_status/seg.-ZstXL0NcOo_6074.69-6093.25.wav,Opposition
data_party_status/seg.I3iN6Ty_pdY_3819.17-3838.4.wav,Opposition
data_party_status/seg.trR2lbmaJ4I_8839.02-8849.06.wav,Coalition
data_party_status/seg.6gTpUiJHZbw_7122.12-7142.12.wav,Opposition
data_party_status/seg.i2cfKyLYdWQ_4985.69-5005.02.wav,Opposition
data_party_status/seg.CjM2LMQC4gg_6192.2-6207.85.wav,Opposition
data_party_status/seg.y2d5LOhu3Zk_9137.32-9153.1.wav,Coalition
data_party_status/seg.sWBe0km86mA_7721.7-7741.27.wav,Coalition
data_party_status/seg.YPRcJ55pmOk_761.62-781.33.wav,Coalition
data_party_status/seg.Q2UcT745iHQ_8434.06-8453.89.wav,Coalition
data_party_status/seg.L6ILB2DxLMw_6557.58-6577.45.wav,Coalition
data_party_status/seg.Kt0nJgPw41E_11516.54-11536.47.wav,Coalition
data_party_status/seg.nxVSfUk5t5I_9392.38-9411.94.wav,Coalition
data_party_status/seg.l8zdyfQzMbc_11036.47-11056.34.wav,Coalition
data_party_status/seg.FB3mUATcjnY_7764.76-7783.34.wav,Coalition
data_party_status/seg.0b6RVqesEUE_13139.69-13159.45.wav,Opposition
data_party_status/seg.SRhyViQQhoM_9302.58-9322.28.wav,Opposition
data_party_status/seg.MUeJ4i9E2pE_16123.31-16142.67.wav,Coalition
data_party_status/seg.Zq_p2_SIZHI_19894.96-19911.74.wav,Opposition
data_party_status/seg.CubdbvUkuI4_8130.09-8149.79.wav,Coalition
data_party_status/seg.1VEe0dkWXfc_8594.21-8614.17.wav,Coalition
data_party_status/seg.DvtrHZD2T0A_6014.74-6026.21.wav,Opposition
data_party_status/seg.pppYdJRPHHk_11637.52-11657.16.wav,Opposition
data_party_status/seg.Qx46Ey24m78_7280.75-7300.43.wav,Opposition
data_party_status/seg.rC8whgT9jrU_13930.14-13949.68.wav,Opposition
data_party_status/seg.C2P-jPLGFSk_14303.89-14323.77.wav,Coalition
data_party_status/seg.b0c3WIgmQJ4_2182.44-2201.96.wav,Coalition
data_party_status/seg.SSkLACqpljg_9671.19-9683.18.wav,Opposition
data_party_status/seg.LFVfcCY2ebk_10861.75-10875.0.wav,Opposition
data_party_status/seg.IAOBdyNMgYQ_10227.78-10236.8.wav,Coalition
data_party_status/seg.oxaHSUqmkFo_1661.11-1680.96.wav,Coalition
data_party_status/seg.f1D5h5TKX64_6625.25-6638.94.wav,Opposition
data_party_status/seg.BDN60AFiiYo_6602.52-6622.25.wav,Coalition
data_party_status/seg.qmyWlgt8OUE_16418.19-16438.14.wav,Coalition
data_party_status/seg.5yky-shnXCM_523.87-543.61.wav,Coalition
data_party_status/seg.xSErR_WVD4g_12127.16-12140.03.wav,Coalition
data_party_status/seg.aREz9ikOhRE_6280.81-6295.07.wav,Coalition
data_party_status/seg.xEa2KjNWHt0_5303.14-5311.75.wav,Coalition
data_party_status/seg.K9IqJo93eoM_11569.49-11585.2.wav,Coalition
data_party_status/seg.xRzIhryERIM_6576.53-6596.12.wav,Coalition
data_party_status/seg.QvdQ6JlZ-uM_12107.1-12126.61.wav,Opposition
data_party_status/seg.xqd-k6SXZU0_4239.27-4258.74.wav,Opposition
data_party_status/seg.xSErR_WVD4g_12084.41-12094.44.wav,Coalition
data_party_status/seg.WlyHHY4GAuA_21929.1-21942.73.wav,Opposition
data_party_status/seg.zszY0-vwr70_7358.61-7371.24.wav,Coalition
data_party_status/seg.b6xbH3vaOB0_15446.22-15465.83.wav,Coalition
data_party_status/seg.1grMQpeHt7Q_3915.97-3934.7.wav,Coalition
data_party_status/seg.C_YfsZtGrNY_5868.1-5887.91.wav,Coalition
data_party_status/seg.CjM2LMQC4gg_19125.81-19143.01.wav,Coalition
data_party_status/seg.p6VV_YNZbuQ_5631.91-5647.26.wav,Coalition
data_party_status/seg.YPRcJ55pmOk_16215.39-16235.16.wav,Opposition
data_party_status/seg.RXOa3U8eUFc_9137.75-9152.95.wav,Coalition
data_party_status/seg._VTTkJdto-U_3392.73-3412.56.wav,Coalition
data_party_status/seg.vjsshG0eI0U_9583.58-9603.21.wav,Opposition
data_party_status/seg.fO_0QkfOgis_13668.24-13684.57.wav,Coalition
data_party_status/seg.BDN60AFiiYo_18600.88-18620.54.wav,Opposition
data_party_status/seg.dAeQtmiiIYE_11601.06-11620.86.wav,Coalition
data_party_status/seg.oxaHSUqmkFo_8769.77-8787.69.wav,Opposition
data_party_status/seg.SpYPAZPO3hE_3060.54-3080.46.wav,Opposition
data_party_status/seg.LEKQdBSBqqE_21955.87-21972.44.wav,Opposition
data_party_status/seg.wIZU5TbDct4_15581.99-15594.01.wav,Coalition
data_party_status/seg.AUZxNF3C_8A_20657.1-20676.77.wav,Opposition
data_party_status/seg.6EuGqDbXDRw_3925.63-3940.97.wav,Opposition
data_party_status/seg.R7FyjGMrgsE_1035.71-1055.7.wav,Coalition
data_party_status/seg.xEa2KjNWHt0_9705.35-9725.29.wav,Coalition
data_party_status/seg.YNkQ-8VrmLA_5185.4-5205.38.wav,Coalition
data_party_status/seg.wTkP0z46x58_9780.4-9794.22.wav,Opposition
data_party_status/seg.3ELsSguCWM4_8940.96-8960.14.wav,Opposition
data_party_status/seg.P_Mg7lLr7cA_13678.99-13698.46.wav,Coalition
data_party_status/seg.3ELsSguCWM4_8407.8-8427.51.wav,Opposition
data_party_status/seg.I3iN6Ty_pdY_11248.02-11262.94.wav,Coalition
data_party_status/seg.qWbLMM4HNvE_7355.76-7374.24.wav,Coalition
data_party_status/seg.XDOVoojci5A_12200.46-12209.28.wav,Opposition
data_party_status/seg.DUsdmFyClVI_1681.83-1701.66.wav,Coalition
data_party_status/seg.ARIAGjO3P9c_15184.38-15204.28.wav,Opposition
data_party_status/seg.sS-59mIBXVc_4871.54-4890.98.wav,Opposition
data_party_status/seg.7rSFJYzX7DA_2579.11-2595.33.wav,Coalition
data_party_status/seg.41IJX-I7KUk_13717.67-13737.43.wav,Opposition
data_party_status/seg.p0xPaEZ2p3I_13808.03-13827.77.wav,Coalition
data_party_status/seg.Bjk0tO105xU_2701.62-2720.91.wav,Coalition
data_party_status/seg.IRBTIpmhJe8_17555.33-17575.22.wav,Opposition
data_party_status/seg.cXbTYCcZ8YM_15734.53-15744.76.wav,Opposition
data_party_status/seg.bv67e1t69T8_7597.44-7616.2.wav,Coalition
data_party_status/seg.MpLv6KlBcpQ_10586.15-10606.03.wav,Opposition
data_party_status/seg.C2P-jPLGFSk_6344.81-6358.15.wav,Coalition
data_party_status/seg.RXOa3U8eUFc_7424.58-7439.3.wav,Opposition
data_party_status/seg.O-3YNW9gAaw_3748.86-3768.46.wav,Coalition
data_party_status/seg.Q2UcT745iHQ_17681.13-17689.47.wav,Coalition
data_party_status/seg.trR2lbmaJ4I_15661.73-15672.1.wav,Opposition
data_party_status/seg.-EO06cT21uY_12606.04-12625.81.wav,Coalition
data_party_status/seg.7_GGu-uPv-E_8275.83-8290.89.wav,Opposition
data_party_status/seg.oNbwZtGCYhE_20068.02-20083.69.wav,Coalition
data_party_status/seg.lLuRksi0rvY_15261.96-15281.21.wav,Opposition
data_party_status/seg.9W67_smR7qM_18587.7-18607.56.wav,Coalition
data_party_status/seg.xkLml1cYbQw_7330.4-7350.04.wav,Coalition
data_party_status/seg.U4L5-6b9enE_15156.91-15173.47.wav,Coalition
data_party_status/seg.hxSDE1AXaww_8534.69-8554.65.wav,Coalition
data_party_status/seg.xbgYVKmXxg8_17382.76-17401.94.wav,Opposition
data_party_status/seg.m6iu1_XFrY8_9171.73-9191.67.wav,Opposition
data_party_status/seg.pGfaIaT8VgY_6872.07-6889.44.wav,Coalition
data_party_status/seg.njma4HsOql4_13682.84-13702.69.wav,Coalition
data_party_status/seg.YWK2AWP0Tq0_1974.89-1994.85.wav,Opposition
data_party_status/seg.1QYBXziV7rU_18500.45-18509.86.wav,Opposition
data_party_status/seg.vJ4gib9EDcU_9916.56-9936.08.wav,Opposition
data_party_status/seg.TuxTSCqE0dg_7408.83-7419.69.wav,Opposition
data_party_status/seg.FqvbevAiyYM_1025.53-1045.49.wav,Opposition
data_party_status/seg.Fcq022TA9t8_1566.22-1586.14.wav,Opposition
data_party_status/seg.kFk5q_43y9k_14713.96-14733.76.wav,Opposition
data_party_status/seg.EdOPd59A2NI_4488.48-4508.46.wav,Coalition
data_party_status/seg.eul4eKJoD-w_1724.53-1739.76.wav,Opposition
data_party_status/seg.qne0Iegffug_8158.78-8178.48.wav,Coalition
data_party_status/seg.K9IqJo93eoM_12058.41-12076.61.wav,Coalition
data_party_status/seg.I3iN6Ty_pdY_13288.78-13299.22.wav,Opposition
data_party_status/seg.oS1BYgFER90_3259.23-3269.2.wav,Coalition
data_party_status/seg.WlyHHY4GAuA_2166.52-2185.42.wav,Opposition
data_party_status/seg.SfBHV0AkjxI_240.35-260.31.wav,Opposition
data_party_status/seg.x1XlcaDsSf8_6418.91-6433.64.wav,Opposition
data_party_status/seg.aK2XWyzkG94_17231.7-17245.25.wav,Coalition
data_party_status/seg.L6ILB2DxLMw_16398.05-16417.82.wav,Opposition
data_party_status/seg.4_yZqDEYbaw_20825.01-20844.5.wav,Opposition
data_party_status/seg.goA6R01h4aE_3004.07-3023.39.wav,Coalition
data_party_status/seg.OHMdj38FkBI_15063.54-15083.05.wav,Opposition
data_party_status/seg.xkLml1cYbQw_10041.46-10061.33.wav,Opposition
data_party_status/seg.rwxXXCrpWBU_6737.57-6750.45.wav,Opposition
data_party_status/seg.FB3mUATcjnY_9360.69-9379.27.wav,Coalition
data_party_status/seg.KFQYvnZe5F0_656.69-675.96.wav,Coalition
data_party_status/seg.UPHLmUzadcg_14395.07-14414.98.wav,Coalition
data_party_status/seg.LxjHujYqmK4_2353.69-2367.73.wav,Coalition
data_party_status/seg.-EO06cT21uY_21465.36-21481.76.wav,Opposition
data_party_status/seg.m6iu1_XFrY8_4203.64-4214.8.wav,Opposition
data_party_status/seg.P_Mg7lLr7cA_9593.89-9613.87.wav,Opposition
data_party_status/seg.VbHdjxinAXk_13629.35-13649.16.wav,Coalition
data_party_status/seg.HgoQOaBJ8Dw_2835.93-2855.92.wav,Coalition
data_party_status/seg.-aa4kot7dUU_18904.66-18921.87.wav,Opposition
data_party_status/seg.AP4Qjd9vR7U_5081.76-5101.58.wav,Opposition
data_party_status/seg.yBTNOGgKNLE_9390.1-9409.24.wav,Coalition
data_party_status/seg.KnLfswocmwE_15456.47-15471.48.wav,Coalition
data_party_status/seg.y2Vs3GXDVyk_11712.95-11732.82.wav,Coalition
data_party_status/seg.fZOW76tl9E8_16914.8-16934.66.wav,Opposition
data_party_status/seg.trR2lbmaJ4I_8413.32-8433.15.wav,Coalition
data_party_status/seg.fZOW76tl9E8_3324.55-3339.88.wav,Opposition
data_party_status/seg.LiGw8Wnne9c_10747.24-10760.69.wav,Opposition
data_party_status/seg.xkLml1cYbQw_12196.61-12216.41.wav,Opposition
